filepath,label
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0087.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0088.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0089.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0090.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0091.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0092.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0093.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0094.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0095.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0096.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0097.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0098.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0099.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0100.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0101.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0102.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0103.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0104.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0105.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0106.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0107.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0108.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0109.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0110.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0111.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0112.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0113.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0114.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0115.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0116.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0117.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0118.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0119.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0120.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0121.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0122.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0123.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0124.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0125.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0126.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0127.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0128.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0129.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0130.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0131.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0132.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0133.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0134.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0135.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0136.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0137.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0138.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0139.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0140.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0141.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0142.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0143.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0144.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0145.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0146.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0147.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0148.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0149.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0150.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0151.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0152.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0153.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0154.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0155.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0156.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0157.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0158.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0159.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0160.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0161.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0162.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0163.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0164.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0165.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0166.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0167.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0168.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0169.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0170.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0171.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0172.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0173.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0174.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0175.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0176.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0177.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0178.jpg,Disconnectors
thermal_vision_workspace\cleaned\Disconnectors\Disconnectors_0179.jpg,Disconnectors
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0000.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0001.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0002.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0003.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0004.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0005.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0006.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0007.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0008.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0009.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0010.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0011.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0012.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0013.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0014.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0015.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0016.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0017.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0018.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0019.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0020.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0021.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0022.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0023.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0024.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0025.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0026.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0027.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0028.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0029.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0030.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0031.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0032.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0033.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0034.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0035.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0036.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0037.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0038.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0039.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0040.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0041.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0042.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0043.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0044.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0045.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0046.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0047.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0048.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0049.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0050.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0051.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0052.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0053.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0054.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0055.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0056.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0057.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0058.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0059.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0060.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0061.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0062.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0063.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0064.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0065.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0066.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0067.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0068.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0069.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0070.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0071.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0072.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0073.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0074.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0075.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0076.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0077.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0078.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0079.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0080.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0081.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0082.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0083.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0084.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0085.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0086.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0087.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0088.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0089.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0090.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0091.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0092.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0093.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0094.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0095.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0096.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0097.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0098.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0099.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0100.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0101.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0102.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0103.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0104.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0105.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0106.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0107.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0108.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0109.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0110.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0111.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0112.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0113.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0114.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0115.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0116.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0117.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0118.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0119.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0120.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0121.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0122.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0123.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0124.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0125.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0126.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0127.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0128.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0129.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0130.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0131.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0132.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0133.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0134.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0135.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0136.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0137.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0138.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0139.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0140.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0141.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0142.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0143.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0144.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0145.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0146.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0147.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0148.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0149.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0150.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0151.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0152.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0153.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0154.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0155.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0156.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0157.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0158.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0159.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0160.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0161.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0162.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0163.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0164.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0165.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0166.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0167.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0168.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0169.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0170.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0171.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0172.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0173.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0174.jpg,Power Transformers
thermal_vision_workspace\cleaned\Power Transformers\Power Transformers_0175.jpg,Power Transformers
thermal_vision_workspace\cleaned\Surge Arresters\Surge Arresters_0000.jpg,Surge Arresters
thermal_vision_workspace\cleaned\Surge Arresters\Surge Arresters_0001.jpg,Surge Arresters
thermal_vision_workspace\cleaned\Surge Arresters\Surge Arresters_0002.jpg,Surge Arresters
thermal_vision_workspace\cleaned\Surge Arresters\Surge Arresters_0003.jpg,Surge Arresters
thermal_vision_workspace\cleaned\Surge Arresters\Surge Arresters_0004.jpg,Surge Arresters
thermal_vision_workspace\cleaned\Surge Arresters\Surge Arresters_0005.jpg,Surge Arresters
thermal_vision_workspace\cleaned\Surge Arresters\Surge Arresters_0006.jpg,Surge Arresters
thermal_vision_workspace\cleaned\Surge Arresters\Surge Arresters_0007.jpg,Surge Arresters
thermal_vision_workspace\cleaned\Surge Arresters\Surge Arresters_0008.jpg,Surge Arresters
thermal_vision_workspace\cleaned\Surge Arresters\Surge Arresters_0009.jpg,Surge Arresters
thermal_vision_workspace\cleaned\Surge Arresters\Surge Arresters_0010.jpg,Surge Arresters
thermal_vision_workspace\cleaned\Surge Arresters\Surge Arresters_0011.jpg,Surge Arresters
thermal_vision_workspace\cleaned\Surge Arresters\Surge Arresters_0012.jpg,Surge Arresters
thermal_vision_workspace\cleaned\Surge Arresters\Surge Arresters_0013.jpg,Surge Arresters
thermal_vision_workspace\cleaned\Surge Arresters\Surge Arresters_0014.jpg,Surge Arresters
thermal_vision_workspace\cleaned\Surge Arresters\Surge Arresters_0015.jpg,Surge Arresters
thermal_vision_workspace\cleaned\Surge Arresters\Surge Arresters_0016.jpg,Surge Arresters
thermal_vision_workspace\cleaned\Surge Arresters\Surge Arresters_0017.jpg,Surge Arresters
thermal_vision_workspace\cleaned\Surge Arresters\Surge Arresters_0018.jpg,Surge Arresters
thermal_vision_workspace\cleaned\Surge Arresters\Surge Arresters_0019.jpg,Surge Arresters
thermal_vision_workspace\cleaned\Surge Arresters\Surge Arresters_0020.jpg,Surge Arresters
thermal_vision_workspace\cleaned\Surge Arresters\Surge Arresters_0021.jpg,Surge Arresters
thermal_vision_workspace\cleaned\Surge Arresters\Surge Arresters_0022.jpg,Surge Arresters
thermal_vision_workspace\cleaned\Surge Arresters\Surge Arresters_0023.jpg,Surge Arresters
thermal_vision_workspace\cleaned\Surge Arresters\Surge Arresters_0024.jpg,Surge Arresters
thermal_vision_workspace\cleaned\Surge Arresters\Surge Arresters_0025.jpg,Surge Arresters
thermal_vision_workspace\cleaned\Surge Arresters\Surge Arresters_0026.jpg,Surge Arresters
thermal_vision_workspace\cleaned\Surge Arresters\Surge Arresters_0027.jpg,Surge Arresters
thermal_vision_workspace\cleaned\Surge Arresters\Surge Arresters_0028.jpg,Surge Arresters
thermal_vision_workspace\cleaned\Surge Arresters\Surge Arresters_0029.jpg,Surge Arresters
thermal_vision_workspace\cleaned\Surge Arresters\Surge Arresters_0030.jpg,Surge Arresters
thermal_vision_workspace\cleaned\Surge Arresters\Surge Arresters_0031.jpg,Surge Arresters
thermal_vision_workspace\cleaned\Surge Arresters\Surge Arresters_0032.jpg,Surge Arresters
thermal_vision_workspace\cleaned\Surge Arresters\Surge Arresters_0033.jpg,Surge Arresters
thermal_vision_workspace\cleaned\Surge Arresters\Surge Arresters_0034.jpg,Surge Arresters
thermal_vision_workspace\cleaned\Surge Arresters\Surge Arresters_0035.jpg,Surge Arresters
thermal_vision_workspace\cleaned\Surge Arresters\Surge Arresters_0036.jpg,Surge Arresters
thermal_vision_workspace\cleaned\Surge Arresters\Surge Arresters_0037.jpg,Surge Arresters
thermal_vision_workspace\cleaned\Surge Arresters\Surge Arresters_0038.jpg,Surge Arresters
thermal_vision_workspace\cleaned\Surge Arresters\Surge Arresters_0039.jpg,Surge Arresters
thermal_vision_workspace\cleaned\Surge Arresters\Surge Arresters_0040.jpg,Surge Arresters
thermal_vision_workspace\cleaned\Surge Arresters\Surge Arresters_0041.jpg,Surge Arresters
thermal_vision_workspace\cleaned\Surge Arresters\Surge Arresters_0042.jpg,Surge Arresters
thermal_vision_workspace\cleaned\Surge Arresters\Surge Arresters_0043.jpg,Surge Arresters
thermal_vision_workspace\cleaned\Surge Arresters\Surge Arresters_0044.jpg,Surge Arresters
